config,level,accesses,misses,evictions,traffic-up
TX2,1,135432846,44264182,44263670,2832907648
TX2,2,44264182,35530268,35526172,2273937152
TX2,3,35530268,35388942,34864654,2264892288
A64FX,1,98098813,10774265,10774009,2758211840
A64FX,2,10774265,8879989,8847221,2273277184
