config,level,accesses,misses,evictions,traffic-up
TX2,1,98112546,44263657,44263145,2832874048
TX2,2,44263657,35530272,35526176,2273937408
TX2,3,35530272,35388942,34864654,2264892288
A64FX,1,57496453,10777785,10777529,2759112960
A64FX,2,10777785,8879989,8847221,2273277184
