config,level,accesses,misses,evictions,traffic-up
TX2,1,110552646,44264158,44263646,2832906112
TX2,2,44264158,35530268,35526172,2273937152
TX2,3,35530268,35388942,34864654,2264892288
A64FX,1,71030293,10775523,10775267,2758533888
A64FX,2,10775523,8879989,8847221,2273277184
