config,level,accesses,misses,evictions,traffic-up
TX2,1,185198046,44264208,44263696,2832909312
TX2,2,44264208,35530268,35526172,2273937152
TX2,3,35530268,35388942,34864654,2264892288
A64FX,1,152236573,10773605,10773349,2758042880
A64FX,2,10773605,8879989,8847221,2273277184
