config,level,accesses,misses,evictions,traffic-up
TX2,1,31457568,10485804,10485292,671091456
TX2,2,10485804,10485804,10481708,671091456
TX2,3,10485804,10485804,9961516,671091456
A64FX,1,23593243,2621475,2621219,671097600
A64FX,2,2621475,2621475,2588707,671097600
