config,level,accesses,misses,evictions,traffic-up
TX2,1,20971803,10485808,10485296,671091712
TX2,2,10485808,10485808,10481712,671091712
TX2,3,10485808,10485808,9961520,671091712
A64FX,1,13107478,2621476,2621220,671097856
A64FX,2,2621476,2621476,2588708,671097856
