config,level,accesses,misses,evictions,traffic-up
TX2,1,13107490,10485807,10485295,671091648
TX2,2,10485807,10485807,10481711,671091648
TX2,3,10485807,10485807,9961519,671091648
A64FX,1,5243165,2621478,2621222,671098368
A64FX,2,2621478,2621478,2588710,671098368
