config,level,accesses,misses,evictions,traffic-up
TX2,1,15728928,10485806,10485294,671091584
TX2,2,10485806,10485806,10481710,671091584
TX2,3,10485806,10485806,9961518,671091584
A64FX,1,7864603,2621477,2621221,671098112
A64FX,2,2621477,2621477,2588709,671098112
