config,level,accesses,misses,evictions,traffic-up
TX2,1,68954329,241687,241175,15467968
TX2,2,241687,33743,29647,2159552
TX2,3,33743,11295,0,722880
A64FX,1,64454934,39742,39486,10173952
A64FX,2,39742,2848,0,729088
