config,level,accesses,misses,evictions,traffic-up
TX2,1,77964169,241899,241387,15481536
TX2,2,241899,33423,29327,2139072
TX2,3,33423,11281,0,721984
A64FX,1,73921393,38885,38629,9954560
A64FX,2,38885,2844,0,728064
