config,level,time,count
TX2,1,1359,1
TX2,1,1360,1
TX2,1,1361,2
TX2,1,1362,1
TX2,1,1367,1
TX2,1,1372,1
TX2,1,1373,1
TX2,1,1374,1
TX2,1,1375,1
TX2,1,1376,1
TX2,1,1378,1
TX2,1,1379,1
TX2,1,1381,2
TX2,1,1383,1
TX2,1,1384,2
TX2,1,1385,1
TX2,1,1386,1
TX2,1,1387,1
TX2,1,1388,1
TX2,1,1389,1
TX2,1,1391,2
TX2,1,1394,2
TX2,1,1396,1
TX2,1,1400,1
TX2,1,1401,2
TX2,1,1402,2
TX2,1,1403,1
TX2,1,1406,1
TX2,1,1407,1
TX2,1,1408,1
TX2,1,1410,1
TX2,1,1412,1
TX2,1,1414,1
TX2,1,1416,1
TX2,1,1417,1
TX2,1,1418,1
TX2,1,1419,1
TX2,1,1422,1
TX2,1,1424,2
TX2,1,1425,1
TX2,1,1428,2
TX2,1,1429,1
TX2,1,1431,1
TX2,1,1434,1
TX2,1,1436,5
TX2,1,1437,1
TX2,1,1438,3
TX2,1,1439,3
TX2,1,1440,1
TX2,1,1442,1
TX2,1,1443,2
TX2,1,1445,1
TX2,1,1446,1
TX2,1,1447,2
TX2,1,1448,2
TX2,1,1450,3
TX2,1,1452,1
TX2,1,1454,1
TX2,1,1455,2
TX2,1,1458,1
TX2,1,1461,1
TX2,1,1462,1
TX2,1,1463,4
TX2,1,1466,1
TX2,1,1467,1
TX2,1,1468,1
TX2,1,1469,1
TX2,1,1470,1
TX2,1,1471,1
TX2,1,1474,2
TX2,1,1476,1
TX2,1,1477,2
TX2,1,1478,3
TX2,1,1479,2
TX2,1,1480,1
TX2,1,1481,2
TX2,1,1483,1
TX2,1,1484,1
TX2,1,1487,2
TX2,1,1490,1
TX2,1,1491,1
TX2,1,1492,3
TX2,1,1497,1
TX2,1,1500,3
TX2,1,1501,1
TX2,1,1503,1
TX2,1,1504,2
TX2,1,1505,1
TX2,1,1507,1
TX2,1,1508,1
TX2,1,1511,1
TX2,1,1512,1
TX2,1,1513,1
TX2,1,1514,2
TX2,1,1516,1
TX2,1,1517,1
TX2,1,1521,3
TX2,1,1523,1
TX2,1,1524,1
TX2,1,1526,4
TX2,1,1527,1
TX2,1,1528,1
TX2,1,1530,2
TX2,1,1531,3
TX2,1,1532,2
TX2,1,1533,1
TX2,1,1534,2
TX2,1,1535,1
TX2,1,1536,1
TX2,1,1537,1
TX2,1,1538,1
TX2,1,1539,2
TX2,1,1540,1
TX2,1,1541,1
TX2,1,1542,1
TX2,1,1543,1
TX2,1,1544,3
TX2,1,1545,1
TX2,1,1548,1
TX2,1,1552,1
TX2,1,1554,2
TX2,1,1555,3
TX2,1,1556,1
TX2,1,1557,1
TX2,1,1559,1
TX2,1,1560,1
TX2,1,1563,1
TX2,1,1564,4
TX2,1,1567,3
TX2,1,1568,1
TX2,1,1569,2
TX2,1,1570,3
TX2,1,1572,1
TX2,1,1573,1
TX2,1,1574,1
TX2,1,1575,3
TX2,1,1576,4
TX2,1,1578,3
TX2,1,1579,2
TX2,1,1580,3
TX2,1,1581,2
TX2,1,1583,1
TX2,1,1584,1
TX2,1,1585,3
TX2,1,1586,2
TX2,1,1587,2
TX2,1,1588,2
TX2,1,1589,2
TX2,1,1590,1
TX2,1,1592,5
TX2,1,1595,1
TX2,1,1596,5
TX2,1,1597,1
TX2,1,1598,2
TX2,1,1599,1
TX2,1,1600,2
TX2,1,1602,2
TX2,1,1603,1
TX2,1,1604,2
TX2,1,1605,2
TX2,1,1608,6
TX2,1,1610,4
TX2,1,1611,2
TX2,1,1612,2
TX2,1,1614,4
TX2,1,1615,1
TX2,1,1616,1
TX2,1,1618,4
TX2,1,1619,1
TX2,1,1621,2
TX2,1,1622,2
TX2,1,1624,3
TX2,1,1625,1
TX2,1,1626,1
TX2,1,1627,1
TX2,1,1629,1
TX2,1,1631,1
TX2,1,1632,2
TX2,1,1633,5
TX2,1,1636,1
TX2,1,1637,1
TX2,1,1638,1
TX2,1,1639,1
TX2,1,1641,1
TX2,1,1643,1
TX2,1,1644,1
TX2,1,1646,4
TX2,1,1647,2
TX2,1,1648,5
TX2,1,1650,1
TX2,1,1651,2
TX2,1,1653,2
TX2,1,1654,2
TX2,1,1655,3
TX2,1,1657,1
TX2,1,1658,2
TX2,1,1659,1
TX2,1,1660,3
TX2,1,1661,1
TX2,1,1662,1
TX2,1,1663,2
TX2,1,1664,2
TX2,1,1665,2
TX2,1,1666,2
TX2,1,1667,1
TX2,1,1668,2
TX2,1,1669,1
TX2,1,1671,2
TX2,1,1672,2
TX2,1,1673,3
TX2,1,1674,1
TX2,1,1675,1
TX2,1,1676,1
TX2,1,1678,2
TX2,1,1679,2
TX2,1,1680,1
TX2,1,1681,3
TX2,1,1682,1
TX2,1,1683,3
TX2,1,1684,2
TX2,1,1686,1
TX2,1,1687,1
TX2,1,1689,2
TX2,1,1690,1
TX2,1,1691,2
TX2,1,1692,1
TX2,1,1693,4
TX2,1,1695,2
TX2,1,1696,2
TX2,1,1697,2
TX2,1,1698,1
TX2,1,1700,1
TX2,1,1701,1
TX2,1,1703,3
TX2,1,1704,1
TX2,1,1706,2
TX2,1,1707,2
TX2,1,1709,2
TX2,1,1710,2
TX2,1,1711,1
TX2,1,1712,2
TX2,1,1713,1
TX2,1,1714,1
TX2,1,1715,1
TX2,1,1716,7
TX2,1,1718,2
TX2,1,1719,1
TX2,1,1720,1
TX2,1,1721,1
TX2,1,1723,2
TX2,1,1725,1
TX2,1,1726,2
TX2,1,1727,3
TX2,1,1729,3
TX2,1,1730,2
TX2,1,1731,3
TX2,1,1732,1
TX2,1,1733,1
TX2,1,1734,1
TX2,1,1735,2
TX2,1,1737,2
TX2,1,1738,3
TX2,1,1739,2
TX2,1,1741,1
TX2,1,1742,1
TX2,1,1743,4
TX2,1,1744,1
TX2,1,1745,2
TX2,1,1746,1
TX2,1,1747,1
TX2,1,1748,1
TX2,1,1749,1
TX2,1,1750,1
TX2,1,1751,3
TX2,1,1752,3
TX2,1,1754,5
TX2,1,1755,1
TX2,1,1756,1
TX2,1,1757,2
TX2,1,1758,2
TX2,1,1759,4
TX2,1,1760,4
TX2,1,1761,1
TX2,1,1762,1
TX2,1,1763,3
TX2,1,1764,4
TX2,1,1765,1
TX2,1,1766,1
TX2,1,1767,1
TX2,1,1768,4
TX2,1,1770,5
TX2,1,1771,1
TX2,1,1772,1
TX2,1,1773,1
TX2,1,1774,2
TX2,1,1775,2
TX2,1,1776,1
TX2,1,1777,3
TX2,1,1778,3
TX2,1,1779,2
TX2,1,1781,3
TX2,1,1783,5
TX2,1,1784,2
TX2,1,1785,2
TX2,1,1786,2
TX2,1,1787,2
TX2,1,1788,2
TX2,1,1789,2
TX2,1,1790,2
TX2,1,1791,2
TX2,1,1792,2
TX2,1,1793,3
TX2,1,1794,3
TX2,1,1795,1
TX2,1,1796,1
TX2,1,1797,4
TX2,1,1799,4
TX2,1,1800,3
TX2,1,1802,5
TX2,1,1803,1
TX2,1,1804,4
TX2,1,1805,1
TX2,1,1806,4
TX2,1,1807,2
TX2,1,1808,3
TX2,1,1809,2
TX2,1,1810,1
TX2,1,1811,3
TX2,1,1813,1
TX2,1,1816,4
TX2,1,1817,2
TX2,1,1818,3
TX2,1,1819,3
TX2,1,1820,3
TX2,1,1821,2
TX2,1,1822,2
TX2,1,1823,2
TX2,1,1827,1
TX2,1,1828,3
TX2,1,1829,2
TX2,1,1830,4
TX2,1,1831,1
TX2,1,1832,1
TX2,1,1833,2
TX2,1,1834,6
TX2,1,1835,5
TX2,1,1836,1
TX2,1,1837,2
TX2,1,1838,4
TX2,1,1839,1
TX2,1,1840,3
TX2,1,1841,1
TX2,1,1842,3
TX2,1,1843,2
TX2,1,1844,2
TX2,1,1845,2
TX2,1,1846,7
TX2,1,1847,1
TX2,1,1848,1
TX2,1,1849,2
TX2,1,1850,1
TX2,1,1851,3
TX2,1,1852,6
TX2,1,1853,3
TX2,1,1854,2
TX2,1,1855,3
TX2,1,1856,4
TX2,1,1857,2
TX2,1,1858,1
TX2,1,1859,4
TX2,1,1861,3
TX2,1,1862,2
TX2,1,1863,5
TX2,1,1864,1
TX2,1,1865,1
TX2,1,1866,4
TX2,1,1867,2
TX2,1,1868,4
TX2,1,1871,4
TX2,1,1872,6
TX2,1,1873,4
TX2,1,1874,3
TX2,1,1875,3
TX2,1,1876,6
TX2,1,1877,4
TX2,1,1878,1
TX2,1,1880,6
TX2,1,1881,3
TX2,1,1882,2
TX2,1,1883,1
TX2,1,1884,2
TX2,1,1886,2
TX2,1,1887,5
TX2,1,1888,9
TX2,1,1889,2
TX2,1,1890,2
TX2,1,1891,2
TX2,1,1892,1
TX2,1,1893,2
TX2,1,1894,3
TX2,1,1895,2
TX2,1,1896,1
TX2,1,1897,11
TX2,1,1898,3
TX2,1,1899,1
TX2,1,1900,6
TX2,1,1901,2
TX2,1,1902,1
TX2,1,1903,5
TX2,1,1904,1
TX2,1,1905,1
TX2,1,1906,5
TX2,1,1907,2
TX2,1,1908,2
TX2,1,1909,3
TX2,1,1910,2
TX2,1,1911,2
TX2,1,1912,4
TX2,1,1913,3
TX2,1,1914,6
TX2,1,1915,2
TX2,1,1916,5
TX2,1,1917,6
TX2,1,1918,3
TX2,1,1919,2
TX2,1,1920,2
TX2,1,1921,2
TX2,1,1922,4
TX2,1,1923,1
TX2,1,1924,1
TX2,1,1925,3
TX2,1,1926,4
TX2,1,1927,1
TX2,1,1928,2
TX2,1,1929,2
TX2,1,1930,6
TX2,1,1931,4
TX2,1,1932,2
TX2,1,1933,3
TX2,1,1934,4
TX2,1,1935,1
TX2,1,1936,6
TX2,1,1938,7
TX2,1,1939,2
TX2,1,1940,3
TX2,1,1941,2
TX2,1,1942,4
TX2,1,1943,7
TX2,1,1944,3
TX2,1,1945,4
TX2,1,1946,4
TX2,1,1947,3
TX2,1,1948,2
TX2,1,1949,7
TX2,1,1950,4
TX2,1,1951,6
TX2,1,1952,4
TX2,1,1953,2
TX2,1,1954,5
TX2,1,1955,4
TX2,1,1956,1
TX2,1,1957,2
TX2,1,1958,2
TX2,1,1959,2
TX2,1,1960,4
TX2,1,1961,3
TX2,1,1962,5
TX2,1,1963,4
TX2,1,1964,2
TX2,1,1965,4
TX2,1,1966,2
TX2,1,1967,4
TX2,1,1968,4
TX2,1,1970,6
TX2,1,1972,5
TX2,1,1973,2
TX2,1,1974,5
TX2,1,1975,2
TX2,1,1976,3
TX2,1,1977,6
TX2,1,1978,4
TX2,1,1979,3
TX2,1,1980,2
TX2,1,1981,3
TX2,1,1982,3
TX2,1,1983,2
TX2,1,1984,5
TX2,1,1985,6
TX2,1,1986,3
TX2,1,1987,3
TX2,1,1988,4
TX2,1,1989,6
TX2,1,1990,6
TX2,1,1991,1
TX2,1,1992,4
TX2,1,1993,3
TX2,1,1994,6
TX2,1,1996,5
TX2,1,1997,4
TX2,1,1998,4
TX2,1,1999,5
TX2,1,2000,2
TX2,1,2001,3
TX2,1,2002,3
TX2,1,2003,6
TX2,1,2004,7
TX2,1,2005,2
TX2,1,2006,4
TX2,1,2007,3
TX2,1,2008,1
TX2,1,2009,6
TX2,1,2011,7
TX2,1,2012,5
TX2,1,2013,6
TX2,1,2014,4
TX2,1,2015,5
TX2,1,2016,5
TX2,1,2017,5
TX2,1,2018,4
TX2,1,2019,9
TX2,1,2020,3
TX2,1,2021,2
TX2,1,2022,10
TX2,1,2023,7
TX2,1,2024,6
TX2,1,2025,5
TX2,1,2026,3
TX2,1,2027,4
TX2,1,2028,8
TX2,1,2029,4
TX2,1,2031,3
TX2,1,2032,3
TX2,1,2033,5
TX2,1,2034,2
TX2,1,2035,5
TX2,1,2036,4
TX2,1,2037,8
TX2,1,2038,11
TX2,1,2039,5
TX2,1,2040,4
TX2,1,2041,5
TX2,1,2042,1
TX2,1,2043,6
TX2,1,2044,2
TX2,1,2045,4
TX2,1,2046,2
TX2,1,2047,4
TX2,1,2048,6
TX2,1,2049,2
TX2,1,2050,4
TX2,1,2051,3
TX2,1,2052,11
TX2,1,2053,7
TX2,1,2054,2
TX2,1,2055,1
TX2,1,2056,9
TX2,1,2057,4
TX2,1,2058,6
TX2,1,2059,4
TX2,1,2060,6
TX2,1,2061,4
TX2,1,2062,3
TX2,1,2063,5
TX2,1,2064,3
TX2,1,2065,2
TX2,1,2066,6
TX2,1,2067,5
TX2,1,2068,3
TX2,1,2070,2
TX2,1,2071,4
TX2,1,2072,8
TX2,1,2074,5
TX2,1,2075,2
TX2,1,2076,5
TX2,1,2077,10
TX2,1,2078,4
TX2,1,2079,2
TX2,1,2080,5
TX2,1,2081,1
TX2,1,2082,1
TX2,1,2083,1
TX2,1,2084,3
TX2,1,2085,4
TX2,1,2086,9
TX2,1,2087,6
TX2,1,2088,6
TX2,1,2089,4
TX2,1,2090,4
TX2,1,2091,4
TX2,1,2092,4
TX2,1,2093,2
TX2,1,2094,4
TX2,1,2095,4
TX2,1,2096,7
TX2,1,2097,3
TX2,1,2098,3
TX2,1,2099,4
TX2,1,2100,4
TX2,1,2101,5
TX2,1,2102,5
TX2,1,2103,3
TX2,1,2104,3
TX2,1,2105,1
TX2,1,2106,9
TX2,1,2107,2
TX2,1,2108,2
TX2,1,2109,4
TX2,1,2110,6
TX2,1,2111,12
TX2,1,2112,5
TX2,1,2113,2
TX2,1,2114,3
TX2,1,2115,1
TX2,1,2116,9
TX2,1,2118,5
TX2,1,2119,1
TX2,1,2120,5
TX2,1,2121,6
TX2,1,2122,1
TX2,1,2123,5
TX2,1,2124,6
TX2,1,2125,7
TX2,1,2126,4
TX2,1,2127,5
TX2,1,2128,5
TX2,1,2129,1
TX2,1,2130,7
TX2,1,2131,7
TX2,1,2132,2
TX2,1,2133,5
TX2,1,2134,6
TX2,1,2135,4
TX2,1,2136,6
TX2,1,2137,4
TX2,1,2138,5
TX2,1,2139,1
TX2,1,2140,14
TX2,1,2141,1
TX2,1,2142,5
TX2,1,2143,3
TX2,1,2144,2
TX2,1,2145,4
TX2,1,2146,10
TX2,1,2147,2
TX2,1,2148,7
TX2,1,2149,5
TX2,1,2150,10
TX2,1,2151,3
TX2,1,2152,4
TX2,1,2153,7
TX2,1,2154,9
TX2,1,2155,5
TX2,1,2156,7
TX2,1,2157,5
TX2,1,2158,4
TX2,1,2159,2
TX2,1,2160,9
TX2,1,2161,5
TX2,1,2162,7
TX2,1,2163,7
TX2,1,2164,7
TX2,1,2165,3
TX2,1,2166,4
TX2,1,2167,3
TX2,1,2168,6
TX2,1,2169,5
TX2,1,2170,8
TX2,1,2171,6
TX2,1,2172,8
TX2,1,2173,8
TX2,1,2174,5
TX2,1,2175,7
TX2,1,2176,5
TX2,1,2177,3
TX2,1,2178,1
TX2,1,2179,7
TX2,1,2180,6
TX2,1,2181,3
TX2,1,2182,2
TX2,1,2183,6
TX2,1,2184,9
TX2,1,2185,1
TX2,1,2186,4
TX2,1,2188,5
TX2,1,2189,5
TX2,1,2190,5
TX2,1,2191,7
TX2,1,2192,5
TX2,1,2193,3
TX2,1,2194,3
TX2,1,2195,4
TX2,1,2196,3
TX2,1,2197,1
TX2,1,2198,11
TX2,1,2199,3
TX2,1,2200,1
TX2,1,2201,3
TX2,1,2202,8
TX2,1,2203,6
TX2,1,2204,3
TX2,1,2205,3
TX2,1,2206,3
TX2,1,2207,3
TX2,1,2208,10
TX2,1,2209,5
TX2,1,2210,4
TX2,1,2211,6
TX2,1,2212,7
TX2,1,2213,2
TX2,1,2214,4
TX2,1,2215,4
TX2,1,2216,4
TX2,1,2217,5
TX2,1,2218,10
TX2,1,2219,3
TX2,1,2220,4
TX2,1,2221,2
TX2,1,2222,3
TX2,1,2223,3
TX2,1,2224,3
TX2,1,2225,4
TX2,1,2226,6
TX2,1,2227,6
TX2,1,2228,7
TX2,1,2229,8
TX2,1,2230,3
TX2,1,2231,5
TX2,1,2232,5
TX2,1,2233,6
TX2,1,2234,6
TX2,1,2235,4
TX2,1,2236,6
TX2,1,2237,5
TX2,1,2238,6
TX2,1,2239,3
TX2,1,2240,4
TX2,1,2241,3
TX2,1,2242,7
TX2,1,2243,10
TX2,1,2244,4
TX2,1,2245,3
TX2,1,2246,6
TX2,1,2247,8
TX2,1,2248,10
TX2,1,2249,5
TX2,1,2250,2
TX2,1,2251,4
TX2,1,2252,11
TX2,1,2253,6
TX2,1,2254,4
TX2,1,2255,4
TX2,1,2256,6
TX2,1,2257,9
TX2,1,2258,7
TX2,1,2259,3
TX2,1,2260,4
TX2,1,2261,11
TX2,1,2262,11
TX2,1,2263,4
TX2,1,2264,3
TX2,1,2265,3
TX2,1,2266,6
TX2,1,2267,9
TX2,1,2268,9
TX2,1,2269,3
TX2,1,2270,3
TX2,1,2271,10
TX2,1,2272,5
TX2,1,2273,7
TX2,1,2274,4
TX2,1,2275,5
TX2,1,2276,6
TX2,1,2277,9
TX2,1,2278,3
TX2,1,2279,5
TX2,1,2280,4
TX2,1,2281,3
TX2,1,2282,2
TX2,1,2283,5
TX2,1,2284,8
TX2,1,2285,7
TX2,1,2286,8
TX2,1,2287,7
TX2,1,2288,4
TX2,1,2289,3
TX2,1,2290,8
TX2,1,2291,8
TX2,1,2292,8
TX2,1,2293,4
TX2,1,2294,3
TX2,1,2295,11
TX2,1,2296,9
TX2,1,2297,8
TX2,1,2298,4
TX2,1,2299,6
TX2,1,2300,3
TX2,1,2301,8
TX2,1,2302,5
TX2,1,2303,2
TX2,1,2304,5
TX2,1,2305,6
TX2,1,2306,10
TX2,1,2307,5
TX2,1,2308,6
TX2,1,2309,4
TX2,1,2310,11
TX2,1,2311,4
TX2,1,2312,5
TX2,1,2313,4
TX2,1,2314,7
TX2,1,2315,10
TX2,1,2316,9
TX2,1,2317,7
TX2,1,2318,4
TX2,1,2319,5
TX2,1,2320,4
TX2,1,2321,7
TX2,1,2322,6
TX2,1,2323,5
TX2,1,2324,9
TX2,1,2325,5
TX2,1,2326,9
TX2,1,2327,6
TX2,1,2328,4
TX2,1,2329,6
TX2,1,2330,9
TX2,1,2331,5
TX2,1,2332,6
TX2,1,2333,4
TX2,1,2334,5
TX2,1,2335,5
TX2,1,2336,11
TX2,1,2337,2
TX2,1,2338,5
TX2,1,2339,6
TX2,1,2340,10
TX2,1,2341,4
TX2,1,2342,4
TX2,1,2343,5
TX2,1,2344,9
TX2,1,2345,3
TX2,1,2346,9
TX2,1,2347,7
TX2,1,2348,5
TX2,1,2349,4
TX2,1,2350,7
TX2,1,2351,6
TX2,1,2352,5
TX2,1,2353,5
TX2,1,2354,5
TX2,1,2355,12
TX2,1,2356,7
TX2,1,2357,2
TX2,1,2358,10
TX2,1,2359,5
TX2,1,2360,5
TX2,1,2361,6
TX2,1,2362,9
TX2,1,2363,5
TX2,1,2364,6
TX2,1,2365,9
TX2,1,2366,4
TX2,1,2367,6
TX2,1,2368,6
TX2,1,2369,3
TX2,1,2370,6
TX2,1,2371,6
TX2,1,2372,6
TX2,1,2373,4
TX2,1,2374,10
TX2,1,2375,4
TX2,1,2376,13
TX2,1,2377,6
TX2,1,2378,9
TX2,1,2379,11
TX2,1,2380,6
TX2,1,2381,2
TX2,1,2382,5
TX2,1,2383,9
TX2,1,2384,5
TX2,1,2385,5
TX2,1,2386,5
TX2,1,2387,4
TX2,1,2388,4
TX2,1,2389,14
TX2,1,2390,4
TX2,1,2391,8
TX2,1,2392,10
TX2,1,2393,8
TX2,1,2394,9
TX2,1,2395,6
TX2,1,2396,9
TX2,1,2397,5
TX2,1,2398,11
TX2,1,2399,9
TX2,1,2400,8
TX2,1,2401,9
TX2,1,2402,8
TX2,1,2403,9
TX2,1,2404,10
TX2,1,2405,6
TX2,1,2406,4
TX2,1,2407,10
TX2,1,2408,11
TX2,1,2409,10
TX2,1,2410,10
TX2,1,2411,2
TX2,1,2412,3
TX2,1,2413,13
TX2,1,2414,6
TX2,1,2415,8
TX2,1,2416,9
TX2,1,2417,10
TX2,1,2418,8
TX2,1,2419,4
TX2,1,2420,8
TX2,1,2421,4
TX2,1,2422,11
TX2,1,2423,11
TX2,1,2424,5
TX2,1,2425,4
TX2,1,2426,5
TX2,1,2427,6
TX2,1,2428,5
TX2,1,2429,14
TX2,1,2430,9
TX2,1,2431,8
TX2,1,2432,12
TX2,1,2433,8
TX2,1,2434,10
TX2,1,2435,3
TX2,1,2436,6
TX2,1,2437,14
TX2,1,2438,8
TX2,1,2439,2
TX2,1,2440,8
TX2,1,2441,8
TX2,1,2442,8
TX2,1,2443,13
TX2,1,2444,5
TX2,1,2445,7
TX2,1,2446,13
TX2,1,2447,4
TX2,1,2448,4
TX2,1,2449,7
TX2,1,2450,3
TX2,1,2451,4
TX2,1,2452,7
TX2,1,2453,11
TX2,1,2454,4
TX2,1,2455,7
TX2,1,2456,12
TX2,1,2457,7
TX2,1,2458,5
TX2,1,2459,4
TX2,1,2460,10
TX2,1,2461,4
TX2,1,2462,9
TX2,1,2463,3
TX2,1,2464,8
TX2,1,2465,6
TX2,1,2466,8
TX2,1,2467,12
TX2,1,2468,6
TX2,1,2469,4
TX2,1,2470,3
TX2,1,2471,14
TX2,1,2472,11
TX2,1,2473,6
TX2,1,2474,4
TX2,1,2475,9
TX2,1,2476,7
TX2,1,2477,10
TX2,1,2478,6
TX2,1,2479,5
TX2,1,2480,7
TX2,1,2481,10
TX2,1,2482,5
TX2,1,2483,6
TX2,1,2484,2
TX2,1,2485,7
TX2,1,2486,8
TX2,1,2487,7
TX2,1,2488,8
TX2,1,2489,6
TX2,1,2490,7
TX2,1,2491,11
TX2,1,2492,2
TX2,1,2493,7
TX2,1,2494,3
TX2,1,2495,5
TX2,1,2496,74
TX2,1,2497,11
TX2,1,2498,6
TX2,1,2499,6
TX2,1,2500,7
TX2,1,2501,12
TX2,1,2502,11
TX2,1,2503,6
TX2,1,2504,6
TX2,1,2505,8
TX2,1,2506,8
TX2,1,2507,5
TX2,1,2508,6
TX2,1,2509,4
TX2,1,2510,13
TX2,1,2511,10
TX2,1,2512,5
TX2,1,2513,4
TX2,1,2514,1
TX2,1,2515,9
TX2,1,2516,7
TX2,1,2517,4
TX2,1,2518,5
TX2,1,2519,5
TX2,1,2520,10
TX2,1,2521,21
TX2,1,2522,9
TX2,1,2523,6
TX2,1,2524,8
TX2,1,2525,9
TX2,1,2526,10
TX2,1,2527,9
TX2,1,2528,4
TX2,1,2529,9
TX2,1,2530,9
TX2,1,2531,8
TX2,1,2532,6
TX2,1,2533,9
TX2,1,2534,6
TX2,1,2535,13
TX2,1,2536,17
TX2,1,2537,5
TX2,1,2538,4
TX2,1,2539,5
TX2,1,2540,7
TX2,1,2541,10
TX2,1,2542,10
TX2,1,2543,3
TX2,1,2544,11
TX2,1,2545,6
TX2,1,2546,11
TX2,1,2547,6
TX2,1,2548,6
TX2,1,2549,7
TX2,1,2550,8
TX2,1,2551,6
TX2,1,2552,3
TX2,1,2553,5
TX2,1,2554,10
TX2,1,2555,11
TX2,1,2556,10
TX2,1,2557,7
TX2,1,2558,8
TX2,1,2559,15
TX2,1,2560,12
TX2,1,2561,7
TX2,1,2562,4
TX2,1,2563,7
TX2,1,2564,5
TX2,1,2565,10
TX2,1,2566,11
TX2,1,2567,7
TX2,1,2568,9
TX2,1,2569,7
TX2,1,2570,16
TX2,1,2571,8
TX2,1,2572,9
TX2,1,2573,7
TX2,1,2574,8
TX2,1,2575,9
TX2,1,2576,5
TX2,1,2577,8
TX2,1,2578,6
TX2,1,2579,7
TX2,1,2580,11
TX2,1,2581,9
TX2,1,2582,8
TX2,1,2583,7
TX2,1,2584,12
TX2,1,2585,6
TX2,1,2586,5
TX2,1,2587,3
TX2,1,2588,14
TX2,1,2589,15
TX2,1,2590,4
TX2,1,2591,5
TX2,1,2592,6
TX2,1,2593,10
TX2,1,2594,15
TX2,1,2595,3
TX2,1,2596,5
TX2,1,2597,7
TX2,1,2598,13
TX2,1,2599,14
TX2,1,2600,7
TX2,1,2601,5
TX2,1,2602,13
TX2,1,2603,12
TX2,1,2604,11
TX2,1,2605,6
TX2,1,2606,12
TX2,1,2607,7
TX2,1,2608,13
TX2,1,2609,9
TX2,1,2610,9
TX2,1,2611,6
TX2,1,2612,7
TX2,1,2613,12
TX2,1,2614,5
TX2,1,2615,2
TX2,1,2616,6
TX2,1,2617,8
TX2,1,2618,7
TX2,1,2619,12
TX2,1,2620,10
TX2,1,2621,7
TX2,1,2622,12
TX2,1,2623,10
TX2,1,2624,5
TX2,1,2625,10
TX2,1,2626,6
TX2,1,2627,8
TX2,1,2628,13
TX2,1,2629,5
TX2,1,2630,7
TX2,1,2631,9
TX2,1,2632,8
TX2,1,2633,8
TX2,1,2634,9
TX2,1,2635,6
TX2,1,2636,7
TX2,1,2637,10
TX2,1,2638,8
TX2,1,2639,9
TX2,1,2640,8
TX2,1,2641,6
TX2,1,2642,8
TX2,1,2643,13
TX2,1,2644,8
TX2,1,2645,7
TX2,1,2646,10
TX2,1,2647,8
TX2,1,2648,14
TX2,1,2649,16
TX2,1,2650,4
TX2,1,2651,10
TX2,1,2652,14
TX2,1,2653,11
TX2,1,2654,6
TX2,1,2655,3
TX2,1,2656,12
TX2,1,2657,4
TX2,1,2658,7
