config,level,accesses,misses,evictions,traffic-up
TX2,1,88853663,246880,246368,15800320
TX2,2,246880,36466,32370,2333824
TX2,3,36466,11313,0,724032
A64FX,1,85447536,40058,39802,10254848
A64FX,2,40058,2850,0,729600
