config,level,accesses,misses,evictions,traffic-up
TX2,1,68954329,242649,242137,15529536
TX2,2,242649,33242,29146,2127488
TX2,3,33242,11306,0,723584
A64FX,1,64454934,39050,38794,9996800
A64FX,2,39050,2852,0,730112
