config,level,accesses,misses,evictions,traffic-up
TX2,1,14632561,948590,948078,60709760
TX2,2,948590,708095,703999,45318080
TX2,3,708095,300582,0,19237248
A64FX,1,14386792,215668,215412,55211008
A64FX,2,215668,84415,51647,21610240
