config,level,accesses,misses,evictions,traffic-up
TX2,1,14956150,946651,946139,60585664
TX2,2,946651,707763,703667,45296832
TX2,3,707763,300581,0,19237184
A64FX,1,14817246,215828,215572,55251968
A64FX,2,215828,84415,51647,21610240
