config,level,accesses,misses,evictions,traffic-up
TX2,1,14722931,769751,769239,49264064
TX2,2,769751,533191,529095,34124224
TX2,3,533191,300580,0,19237120
A64FX,1,14714463,171239,170983,43837184
A64FX,2,171239,83377,50609,21344512
