config,level,accesses,misses,evictions,traffic-up
TX2,1,14567025,949346,948834,60758144
TX2,2,949346,708109,704013,45318976
TX2,3,708109,300582,0,19237248
A64FX,1,14331350,216827,216571,55507712
A64FX,2,216827,84413,51645,21609728
